#V3.30.22.1;_fast(opt);_compile_date:_Jan 30 2024;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_13.1
#_Stock_Synthesis_is_a_work_of_the_U.S._Government_and_is_not_subject_to_copyright_protection_in_the_United_States.
#_Foreign_copyrights_may_apply._See_copyright.txt_for_more_information.
#_User_support_available_at:NMFS.Stock.Synthesis@noaa.gov
#_User_info_available_at:https://vlab.noaa.gov/group/stock-synthesis
#_Source_code_at:_https://github.com/nmfs-ost/ss3-source-code
#_Start_time: Tue Oct  8 00:06:21 2024
#_echo_input_data
#C data file created using the SS_writedat function in the R package r4ss
#C file write time: 2024-01-30 10:34:32.489997
#V3.30.22.1;_fast(opt);_compile_date:_Jan 30 2024;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_13.1
1952 #_StartYr
2023 #_EndYr
4 #_Nseas
 3 3 3 3 #_months/season
2 #_Nsubseasons (even number, minimum is 2)
1 #_spawn_month
2 #1 #_Nsexes: 1, 2, -1  (use -1 for 1 sex setup with SSB multiplied by female_frac parameter)
19 #_Nages=accumulator age, first age is always age 0
2 #_Nareas
21 #22 #23 #_Nfleets (including surveys)
#_fleet_type: 1=catch fleet; 2=bycatch only fleet; 3=survey; 4=predator(M2) 
#_sample_timing: -1 for fishing fleet to use season-long catch-at-age for observations, or 1 to use observation month;  (always 1 for surveys)
#_fleet_area:  area the fleet/survey operates in 
#_units of catch:  1=bio; 2=num (ignored for surveys; their units read later)
#_catch_mult: 0=no; 1=yes
#_rows are fleets
#_fleet_type fishery_timing area catch_units need_catch_mult fleetname
 	1	-1	1	2	0	01.DW.1N	#	1
	1	-1	1	2	0	02.DW.1C	#	2
	1	-1	1	2	0	03.DW.1S	#	3
	1	-1	1	2	0	04.AU.1N	#	4
	1	-1	1	2	0	05.AU.1C	#	5
	1	-1	1	2	0	06.AU.1S	#	6
	1	-1	1	1	0	07.EU.1C	#	7
	1	-1	1	2	0	08.PICT.1N	#	8
	1	-1	1	2	0	09.PICT.1C	#	9
	1	-1	2	2	0	10.DW.2N	#	10
	1	-1	2	2	0	11.DW.2C	#	11
	1	-1	2	2	0	12.DW.2S	#	12
	1	-1	2	2	0	13.NZ.2C	#	13
	1	-1	2	2	0	14.NZ.2S	#	14
	1	-1	2	1	0	15.EU.2N	#	15
	1	-1	2	1	0	16.EU.2C	#	16
	1	-1	2	1	0	17.EU.2S	#	17
	1	-1	2	2	0	18.PICT.2N	#	18
	1	-1	2	2	0	19.PICT.2C	#	19
	3	1	1	2	0	20.IDX.AU.1	#	20
	3	1	2	2	0	21.IDX.PICT.2	#	21
#	3	1	2	1	0	22.IDX.EU.2	#	22
#	3	1	2	1	0	23.NZW.2S	#	23
#Bycatch_fleet_input_goes_next
#a:  fleet index
#b:  1=include dead bycatch in total dead catch for 0.1 and MSY optimizations and forecast ABC; 2=omit from total catch for these purposes (but still include the mortality)
#c:  1=Fmult scales with other fleets; 2=bycatch F constant at input value; 3=bycatch F from range of years
#d:  F or first year of range
#e:  last year of range
#f:  not used
# a   b   c   d   e   f 
#_Catch data: yr, seas, fleet, catch, catch_se
#_catch_se:  standard error of log(catch)
#_NOTE:  catch data is ignored for survey fleets
1952 1 1 0.026 0.01
1952 2 1 0.025 0.01
1952 3 1 0.149 0.01
1952 4 1 0.15 0.01
1953 1 1 0.205 0.01
1953 2 1 0.069 0.01
1953 3 1 0.232 0.01
1953 4 1 0.071 0.01
1954 1 1 0.353 0.01
1954 2 1 0.173 0.01
1954 3 1 0.217 0.01
1954 4 1 0.698 0.01
1955 1 1 0.212 0.01
1955 2 1 0.037 0.01
1955 3 1 0.054 0.01
1955 4 1 0.099 0.01
1956 1 1 0.247 0.01
1956 2 1 0.062 0.01
1956 3 1 0.014 0.01
1956 4 1 0.263 0.01
1957 1 1 0.188 0.01
1957 2 1 0.042 0.01
1957 3 1 0.026 0.01
1957 4 1 0.994 0.01
1958 1 1 0.274 0.01
1958 2 1 0.089 0.01
1958 3 1 0.197 0.01
1958 4 1 0.83 0.01
1959 1 1 0.049 0.01
1959 2 1 0.124 0.01
1959 3 1 0.098 0.01
1959 4 1 0.315 0.01
1960 1 1 0.205 0.01
1960 2 1 0.08 0.01
1960 3 1 0.024 0.01
1960 4 1 0.336 0.01
1961 1 1 0.194 0.01
1961 2 1 0.032 0.01
1961 3 1 1.19 0.01
1961 4 1 0.872 0.01
1962 1 1 0.773 0.01
1962 2 1 0.236 0.01
1962 3 1 0.629 0.01
1962 4 1 0.343 0.01
1963 1 1 0.24 0.01
1963 2 1 0.43 0.01
1963 3 1 0.111 0.01
1963 4 1 0.814 0.01
1964 1 1 0.265 0.01
1964 2 1 0.145 0.01
1964 3 1 0.155 0.01
1964 4 1 0.375 0.01
1965 1 1 0.074 0.01
1965 2 1 0.586 0.01
1965 3 1 0.332 0.01
1965 4 1 0.931 0.01
1966 1 1 0.171 0.01
1966 2 1 0.425 0.01
1966 3 1 0.393 0.01
1966 4 1 1.053 0.01
1967 1 1 0.173 0.01
1967 2 1 0.124 0.01
1967 3 1 0.422 0.01
1967 4 1 0.551 0.01
1968 1 1 1.028 0.01
1968 2 1 0.213 0.01
1968 3 1 0.361 0.01
1968 4 1 0.421 0.01
1969 1 1 0.366 0.01
1969 2 1 0.887 0.01
1969 3 1 0.121 0.01
1969 4 1 0.322 0.01
1970 1 1 0.056 0.01
1970 2 1 0.218 0.01
1970 3 1 0.2 0.01
1970 4 1 0.857 0.01
1971 1 1 0.2 0.01
1971 2 1 0.297 0.01
1971 3 1 1.701 0.01
1971 4 1 0.658 0.01
1972 1 1 0.145 0.01
1972 2 1 0.265 0.01
1972 3 1 0.286 0.01
1972 4 1 0.264 0.01
1973 1 1 1.483 0.01
1973 2 1 0.455 0.01
1973 3 1 0.458 0.01
1973 4 1 0.467 0.01
1974 1 1 0.214 0.01
1974 2 1 0.277 0.01
1974 3 1 0.218 0.01
1974 4 1 0.632 0.01
1975 1 1 0.02 0.01
1975 2 1 0.156 0.01
1975 3 1 0.404 0.01
1975 4 1 0.54 0.01
1976 1 1 0.411 0.01
1976 2 1 0.088 0.01
1976 3 1 0.283 0.01
1976 4 1 1.099 0.01
1977 1 1 0.66 0.01
1977 2 1 0.307 0.01
1977 3 1 0.297 0.01
1977 4 1 0.624 0.01
1978 1 1 0.424 0.01
1978 2 1 0.377 0.01
1978 3 1 0.418 0.01
1978 4 1 0.735 0.01
1979 1 1 0.745 0.01
1979 2 1 1.737 0.01
1979 3 1 0.515 0.01
1979 4 1 0.784 0.01
1980 1 1 0.451 0.01
1980 2 1 0.904 0.01
1980 3 1 1.273 0.01
1980 4 1 1.833 0.01
1981 1 1 0.732 0.01
1981 2 1 2.991 0.01
1981 3 1 1.114 0.01
1981 4 1 2.08 0.01
1982 1 1 0.748 0.01
1982 2 1 0.559 0.01
1982 3 1 0.998 0.01
1982 4 1 1.25 0.01
1983 1 1 0.591 0.01
1983 2 1 0.56 0.01
1983 3 1 0.562 0.01
1983 4 1 0.599 0.01
1984 1 1 0.248 0.01
1984 2 1 0.314 0.01
1984 3 1 0.581 0.01
1984 4 1 2.208 0.01
